title,cpc_i,asignee,filing_date,patent_no,relevancy,category
COUNTERBALANCING UNMANNED AERIAL VEHICLES DURING OPERATIONS ASSOCIATED WITH CELL TOWERS,B64U60/50;B64U10/14;B64U10/60;H04B7/18504;B64D47/08;B64C39/022;B64C27/06;B64U50/34;B64C17/02;G05D1/0858;G05D1/0094;B64C39/024,"ETAK Systems, LLC",2016-09-08,20160375984,64.0524,Aviation
GROUND TERMINAL AND UAV BEAM POINTING IN AN UNMANNED AERIAL VEHICLE (UAV) FOR NETWORK ACCESS,B64C39/024;H04W24/10;H04W16/28;H04W64/006;H04B7/18504,Unknown,2016-09-08,20160380692,61.4365,Aviation
UNMANNED AERIAL VEHICLE,B64U30/26;B64C25/34;B64C39/024;B64U10/13;B64U70/70;B64U10/70;B64C27/08;B64U30/297,"PRODRONE CO., LTD.",2016-09-06,20180251212,73.57898,Aviation
CROP HEIGHT ESTIMATION WITH UNMANNED AERIAL VEHICLES,G01S7/4808;G01S17/89;G01S17/88;B64C39/024;G05D1/0646;G01S17/42;A01M21/00,Unknown,2016-09-06,20170199528,66.23754,Aviation
UNMANNED AERIAL VEHICLE,B64U60/10;B64C39/024;B64C25/54;B64U10/16,"PRODRONE CO., LTD.",2016-09-02,20190176974,73.13361,Aviation
VERTICAL TAKEOFF AND LANDING (VTOL) UNMANNED AERIAL VEHICLE (UAV),B64C29/02;B64U10/20;B64C39/024;G05D1/0088;B64C27/57;B64C3/56;G05D1/0858;B64C9/00;G05D1/0011,NORTHROP GRUMMAN SYSTEMS CORPORATION,2016-09-02,20170233070,65.21555,Aviation
OBSTRUCTION DETECTION IN AIR TRAFFIC CONTROL SYSTEMS FOR UNMANNED AERIAL VEHICLES,G08G5/0026;G08G5/0043;G08G5/0069;G08G5/0034;G08G5/0082;G08G5/0008;G08G5/0013;G08G5/0086;G08G5/0039,"ETAK Systems, LLC",2016-09-02,20170358213,64.94965,Aviation
Unmanned aerial vehicle,Unknown,Trend Right Research and Development Corporation,2016-08-31,D821263,72.229385,Aviation
Unmanned Aerial Vehicle Control Techniques,G05D1/0033;G08G5/045;B64U10/17;G01S13/933;G05D1/106;G08G5/0086;G05D1/0061;G08G5/0039;G08G5/0082;G08G5/0069;G01S13/882;G08G5/006;G05D1/0077;G01S13/00;G01S13/935;G08G5/0013;G05D1/0016;B64C39/024,Commonwealth Scientific and Industrial Research Or ganisation,2016-08-31,20180275654,68.758224,Aviation
MANAGING ENERGY DURING FLIGHT OF UNMANNED AERIAL VEHICLES FOR SAFE RETURN TO GROUND,G08G5/0069;G08G5/0021;G08G5/0039;B64C39/024;G08G5/0013;B60L58/12,Unknown,2016-08-31,20180061247,64.0524,Aviation
AUTOMATED SYSTEM OF AIR TRAFFIC CONTROL (ATC) FOR AT LEAST ONE UNMANNED AERIAL VEHICLE (UAV),G08G5/0069;G05D1/104;G08G5/0082;G01S13/933;G08G5/0013;G08G5/0021;G08G5/0008;G08G5/0026;G08G5/0086;G01S13/91;G08G5/0056;G08G5/0052;B64C39/024;G01S7/003;G08G5/0078;G08G5/045,DRONSYSTEMS LIMITED,2016-08-29,20190019418,61.471016,Aviation
LAUNCHER FOR UNMANNED AERIAL VEHICLES,B64U70/50;B64F1/04;B64C39/024,Unknown,2016-08-25,20180244402,69.975426,Aviation
FOLDABLE WINGS FOR AN UNMANNED AERIAL VEHICLE,F42B10/14;B64C3/56;B64C39/024,Unknown,2016-08-25,20190023374,69.92785,Aviation
PATCH ANTENNAS CONFIGURATION FOR AN UNMANNED AERIAL VEHICLE,H01Q25/005;B64C39/024;H01Q1/286;B64U20/60;H01Q9/0421,Unknown,2016-08-25,20180254565,69.541176,Aviation
SYSTEM AND METHOD FOR SELF-GEOPOSITION UNMANNED AERIAL VEHICLE,G01C21/38;G01S5/16;G01C21/20;G06V20/13,Unknown,2016-08-25,20190072392,66.080086,Aviation
AIR TRAFFIC CONTROL MONITORING SYSTEMS AND METHODS FOR UNMANNED AERIAL VEHICLES,G08G5/0039;G08G5/0043;G08G5/0069;G08G5/0026;G08G5/0056;G08G5/0013;G08G5/0082;G08G5/045;G08G5/0086;G08G5/0034;G08G5/0095,"ETAK Systems, LLC",2016-08-23,20170358217,66.01272,Aviation
TETHERED UNMANNED AERIAL VEHICLE,B64B1/50;B64B1/62;B64B1/20;B64C39/022;F03D9/32;B64B1/58;F03D1/04;B64U50/36;B64U30/10;F03D13/20;B64B1/12;B64U10/60;B64C39/024;G05D1/0866;B64B1/06;F03B17/06,Unknown,2016-08-22,20180050797,73.47614,Aviation
Ducted rotor unmanned aerial vehicles,B64D47/08;B64U30/26;B64C39/024;B64C27/20,"Aevena, Inc.",2016-08-22,10017249,69.55415,Aviation
UNMANNED AERIAL VEHICLE FOR DETERMINING GEOLOCATION FORAGING ZONES,B64C39/024;B64D47/08;A01K15/02;A01K11/008;G06V20/188;G06V20/17;A01K1/0029,Unknown,2016-08-22,20180049407,66.86769,Aviation
Storage unit for an unmanned aerial vehicle,B64U80/30;B64U70/95;H02J7/00;H02J7/0042;B64U80/10;B64U70/92;B64U80/25;B64U10/60;E04H6/44;B64C39/024,H3 Dynamics Holdings Pte. Ltd.,2016-08-17,11168487,69.599106,Aviation
Method for destination approach control of unmanned aerial vehicles,B64D47/08;B64D45/08;B64C39/024;G05D1/0676;G05D1/005;B64D47/06,Unknown,2016-08-15,20170050747,67.9048,Aviation
MULTIPLE UNMANNED AERIAL VEHICLE AUTONOMOUS COORDINATION,H04W4/023;G08G5/0039;G08G5/0069;G05D1/104;G08G5/0043;G05D1/0027;G08G5/0013;G08G5/045,Unknown,2016-08-13,20180046181,70.79633,Aviation
Unmanned aerial vehicle,Unknown,PowerVision Robot Inc.,2016-08-12,D834996,70.65236,Aviation
"METHOD, USER TERMINAL, SERVER, AND DETECTING DEVICE FOR MONITORING FLIGHT OF UNMANNED AERIAL VEHICLE",G06Q50/26;G06Q10/08;G08G5/0082;G06F16/29;G08G5/0026;B64C39/024;G06Q50/10,Unknown,2016-08-12,20180276998,62.643127,Aviation
DYNAMICALLY ESTABLISHING A TEMPORARY SAFE ROUTE VIA A NETWORK OF UNMANNED AERIAL VEHICLES,G01C21/3691;B64U10/16;G01C21/3632;B64C39/024;G05D1/104;G01C21/3415;G01C21/36;G01C21/20,Unknown,2016-08-11,20170199044,62.042435,Aviation
METHOD AND SYSTEM FOR CONTINUED NAVIGATION OF UNMANNED AERIAL VEHICLES BEYOND RESTRICTED AIRSPACE BOUNDARIES,G05D1/106;G01C23/005;G01C21/34;G01C21/20,Unknown,2016-08-11,20180046201,61.926212,Aviation
ELECTRICITY GENERATING APPARATUS AND UNMANNED AERIAL VEHICLE EQUIPPED WITH SAME,B64D37/02;B64C27/08;B64D27/24;B64C39/024,"PRODRONE CO., LTD.",2016-08-08,20180134384,63.85243,Aviation
Midair Tethering of an Unmanned Aerial Vehicle with a Docking Station,G05D1/0653;B64U50/35;G05D1/0094;G05D1/042;B64C39/024;B64U70/99;B64U10/60;B64U70/95;B64F1/007;G05D1/0676;B64F1/00;B64U80/30;B64U80/25,Unknown,2016-08-04,20180039286,65.14637,Aviation
FLIGHT CONTROL APPARATUS AND UNMANNED AERIAL VEHICLE EQUIPPED WITH SAME,G05D1/0676;G05D1/0615;G08G5/0069;G05D1/106;G08G5/0021;B64C39/028;G05D1/0055;B64U50/19;B64C27/08;G08G5/0052;B64C39/024;G08G5/006,"PRODRONE CO., LTD.",2016-08-03,20180225977,64.01225,Aviation
UNMANNED AERIAL VEHICLE (UAV) BEAM POINTING AND DATA RATE OPTIMIZATION FOR HIGH THROUGHPUT BROADBAND ACCESS,H04W16/28;H04W72/0446;H04W16/26;H04W36/30;H04B7/18502;H04W36/22;H04B7/18578;H04W72/046;H04W72/0473;H04W36/0085;H04B7/18504;H04B7/2041;H04B7/18586;H04W24/08;H04W64/00;H01Q21/205;H01Q1/28;H01Q3/24,Unknown,2016-08-01,20170325221,60.422367,Aviation
UNMANNED AERIAL VEHICLES,G08G5/0008;G08G5/0069;B64C39/024;H04B7/18504;G08G5/0043;G05D1/104;G08G5/0021;H04B7/18506;G08G5/0013,Unknown,2016-07-29,20170069214,73.44606,Aviation
WIRELESS CONTROL OF UNMANNED AERIAL VEHICLE WITH DISTANCE RANGING AND CHANNEL SENSING,G08G5/0069;G01S13/88;H04W4/023;G08G5/0078;G05D1/0022;G01S13/582;G01S13/42;G08G5/0026;G01S13/003;G01S13/825;G05D1/0033;G08G5/0082;B64C39/024;G08G5/0013,Unknown,2016-07-29,20170029107,61.919308,Aviation
UNMANNED AERIAL VEHICLE AD-HOC CLUSTERING AND COLLABORATION VIA SHARED INTENT AND OPERATOR DISCOVERY,G08G5/0017;G08G5/0008;G08G5/0069;G08G5/0039;G08G5/0056;G08G5/0013;B64C39/024;H04W76/10;H04B7/18504,Unknown,2016-07-29,20180033312,60.08328,Aviation
UNMANNED AERIAL VEHICLE-BASED SYSTEM FOR CREATING FOAM SPLINT,H04L67/10;A61B5/0033;A61B5/4504;A61B5/1079;A61B5/4887;G16H50/70;A61B5/6887;A61F13/04;G16H30/40;H04L67/12;A61F13/00051;A61B5/0036;G16H50/20;A61B5/441;A61B5/0013;G05D1/0094;A61B5/7264;A61F5/05841;G16H20/40;H04L67/52,Unknown,2016-07-28,20180028364,65.69959,Aviation
Systems And Methods To Augment The Capacities And Capabilities Of Cellular Networks Through An Unmanned Aerial Vehicle Network Overlay,H04B7/18506;H04W16/18,Unknown,2016-07-28,20180035306,59.944946,Aviation
UNMANNED AERIAL VEHICLE AND UNMANNED AERIAL VEHICLE BODY CONFIGURED FOR UNMANNED AERIAL VEHICLE,B64C27/08;B64D27/24;B64C39/024;B64U20/94;B64U20/70;B64C1/06,Unknown,2016-07-27,20170327222,70.06581,Aviation
NAVIGATING AN UNMANNED AERIAL VEHICLE,G08G5/0021;G05D1/106;G06T5/73;G08G5/04;B64C39/024;G06T7/70;H04N7/181;G01C21/20;G08G5/0069;G08G5/045;G01C21/1656;G05D1/0088,Unknown,2016-07-27,20180032074,70.05791,Aviation
MOTOR STRUCTURE OF UNMANNED AERIAL VEHICLE,F04D25/0606;B64C39/024;B64C11/00,Unknown,2016-07-25,20170074272,68.758224,Aviation
FLYING LANE MANAGEMENT SYSTEMS AND METHODS FOR UNMANNED AERIAL VEHICLES,G08G5/0069;B64C39/024;G08G5/0043;G05D1/0088;G08G5/0039;B64D47/08;G08G5/0091;G08G5/045;G08G5/0034;G08G5/0013;G08G5/0026;G05D1/0011,"ETAK Systems, LLC",2016-07-22,20170358216,66.79339,Aviation
METHOD FOR CONTROLLING UNMANNED AERIAL VEHICLE USING SMART DEVICE,G05D1/0016;B64C39/024;G05D1/0022;G05D1/042;G05D1/0038,Unknown,2016-07-22,20170357255,65.70639,Aviation
Unmanned aerial vehicle,Unknown,Unknown,2016-07-21,D830228,71.44964,Aviation
UNMANNED AERIAL VEHICLE AND MOVING OBJECT CAPTURING SYSTEM,B64D7/00;F41H13/0006;F41H11/02;G05D1/12;G05D1/0094;B64C39/024;B64C39/02,"PRODRONE CO., LTD.",2016-07-20,20190129427,67.37294,Aviation
PHASED ARRAY RADAR SYSTEMS FOR SMALL UNMANNED AERIAL VEHICLES,G01S13/06;G01S7/352;H01Q13/085;G01S13/933;H01Q21/064;G01S7/032;G01S13/34;H01Q3/34;G01S13/42;G01S13/32,Unknown,2016-07-20,20180011180,66.080086,Aviation
UNMANNED AERIAL VEHICLES IN MEDICAL APPLICATIONS,G08B25/08;G08B25/10;B64U10/13;G08B21/02;G16H10/65;G16H40/67;A61B5/082;A61B5/08;B64C39/024;A61B5/0255;G16H40/20;A61B5/0205;A61B5/0022,Unknown,2016-07-18,20170137124,69.72804,Aviation
TETHERED UNMANNED AERIAL VEHICLE SYSTEM,B64F3/00;B64C39/022;B64C39/024;B64F1/0297;B64F1/029;B64U10/60,Unknown,2016-07-14,20170190444,69.72804,Aviation
UNMANNED AERIAL VEHICLE ARM ADJUSTMENT DEVICE AND UNMANNED AERIAL VEHICLE,B64C1/30;B64U20/50;B64C39/024;B64C1/063,Unknown,2016-07-14,20170015403,68.14258,Aviation
"CRADLE HEAD, CRADLE HEAD CAMERA DEVICE AND UNMANNED AERIAL VEHICLE",B64D47/08;G03B17/561;G03B15/006;B64C39/024;B64U20/87,Unknown,2016-07-14,20170017138,65.664154,Aviation
Pressure Tap Structures For Barometric Altimeters For Unmanned Aerial Vehicles,G01C5/06;B64U20/83;G01C5/005;B64C39/024;B64D43/00;G05D1/00,Unknown,2016-07-14,20170191829,65.57513,Aviation
Remote control for unmanned aerial vehicle,Unknown,LG ELECTRONICS INC.,2016-07-13,D814370,68.17893,Aviation
SYSTEM FOR IDENTIFYING AND CONTROLLING UNMANNED AERIAL VEHICLES,G06K7/1417;G08G5/0078;G06K7/10366;G05D1/0022;G08G5/0021;G08G5/0095;G06V20/56;B64C39/024;G08G5/0069;G08G5/0013;G06K7/1413;G06V20/00,VIGILENT INC.,2016-07-11,20170255802,66.23754,Aviation
METHOD AND SYSTEM FOR CONFIGURABLE AND SCALABLE UNMANNED AERIAL VEHICLES AND SYSTEMS,G06Q50/40;G06Q10/06;B64F5/60;G06Q10/20;G08G5/0026;B64F5/10;G06Q10/00;G08G5/0069;G06F3/00;G08G5/0013;B64C39/024;G06F11/00;G06K19/0723,Unknown,2016-07-11,20170021946,62.948772,Aviation
OPERATING UNMANNED AERIAL VEHICLES TO MAINTAIN OR CREATE WIRELESS NETWORKS,G05D1/0011;H04W24/02;H04W4/40;H04L43/16;H04W28/0289;H04W4/30;H04W72/51;H04B7/18506;H04W24/08;H04W4/02,Unknown,2016-07-08,20170013413,65.928474,Aviation
ALLEVIATING MOVEMENT DISORDER CONDITIONS USING UNMANNED AERIAL VEHICLES,A61M21/00;B64D47/02;B64C39/024,Unknown,2016-07-05,20180008797,67.9621,Aviation
"SYSTEMS FOR TRANSPORTING, DEPLOYING, AND DOCKING UNMANNED AERIAL VEHICLES MOUNTABLE ON A GROUND VEHICLE",B64C39/022;B64F1/22;B64F3/00;B64F1/027;B64U70/99;B64U80/25;B64C39/024;B64F1/362,Unknown,2016-07-05,20180009549,61.78379,Aviation
AUTONOMOUS NAVIGATION OF AN UNMANNED AERIAL VEHICLE,G05D1/0291;G05D1/0011;B64C39/024;G05D1/102;G08G5/0069;B64D47/08;B64U70/92,Unknown,2016-06-30,20180005534,69.597084,Aviation
Unmanned Aerial Vehicle Weapon System and Method of Operation,G05D1/0094;G01S13/86;B64D47/08;F41G9/002;G01S19/48;B64C39/024;F41G3/22;G01S19/18;G01S5/0027,Unknown,2016-06-30,20180004203,67.25283,Aviation
Method for controlling unmanned aerial vehicle using remote terminal,G05D1/0011;B64C39/024;G05D1/0038;B64D47/08;G05D1/0016,"ZEROTECH (SHENZHEN) INTELLIGENCE ROBOT CO., LTD",2016-06-30,9766622,67.099014,Aviation
Interactive transport services provided by unmanned aerial vehicles,B64C39/02;G06Q10/02;G06Q10/0832;G06F3/0481;G06Q10/08;B64D45/00;G06Q50/40;G06Q10/0833;B64C39/024;G06F3/0488,X Development LLC,2016-06-30,10029787,65.65595,Aviation
UNMANNED AERIAL VEHICLE-BASED SYSTEM FOR LIVESTOCK PARASITE AMELIORATION,A61B90/36;A01K11/006;B64C39/024;A61D7/00,Unknown,2016-06-29,20180000575,65.75226,Aviation
Unmanned aerial vehicle approach notification,B64D47/06;G06V20/13;G06Q10/08;G06V20/17;B64U70/90;G08G5/0013;H04W4/021;G05D1/0676;B64C39/024;G06Q10/00;G08G5/0069;H04L51/222,"Amazon Technologies, Inc.",2016-06-28,9984579,69.599106,Aviation
Interactive Transport Services Provided by Unmanned Aerial Vehicles,B64C39/024;G06F3/0484;G05D1/0676;G06Q10/0832;G05D1/0038;G06F3/0482;G01C21/1652;B64D1/08,Unknown,2016-06-28,20170372259,67.4282,Aviation
UNMANNED AERIAL VEHICLE FOR SCENT ANALYSIS AND DISTRIBUTION,A61L9/03;B64C39/024;A61L9/14;B64D1/18;G01N33/0001,Unknown,2016-06-28,20170369168,67.34909,Aviation
Tow control handle for unmanned aerial vehicle,B64D3/00;G05D1/0016;G05D1/0011;G05D1/101;B64C39/024;B64U10/13;G05D1/0061;B64U30/20,"Amazon Technologies, Inc.",2016-06-28,10745132,66.71026,Aviation
AIR TRAFFIC CONTROL OF UNMANNED AERIAL VEHICLES FOR DELIVERY APPLICATIONS,G08G5/0043;H04B7/00;B64C39/024;G08G5/0021;G08G5/0013;G08G5/0039;G08G5/0069;H04W84/00,"ETAK Systems, LLC",2016-06-27,20170358215,66.28873,Aviation
UNMANNED AERIAL VEHICLE AND CONTROL DEVICE THEREOF,H04B7/18506;H04M1/72415,Unknown,2016-06-27,20170006148,65.92078,Aviation
DETERMINING VALIDITY OF LOCATION SIGNAL COMBINATIONS FOR SECURING UNMANNED AERIAL VEHICLE (UAV) NAVIGATION,B64D45/0059;G08G5/0056;H04W4/027;B64D45/0031;B64C39/024;G08G5/0069;G01S13/878;G05D1/101;G08G5/0039;B64D45/0034;G01S19/215;G08G5/0021,Unknown,2016-06-27,20170369183,62.948772,Aviation
UNMANNED AERIAL VEHICLE,B64U20/87;F16M11/123;G05D1/0094;B64C25/10;B64U10/13;H04N23/54;H04N23/695,Unknown,2016-06-24,20190349529,73.57898,Aviation
UNMANNED AERIAL VEHICLE,B64U30/299;B64U30/293;B64C39/024;B64C27/006,Unknown,2016-06-24,20170029101,73.44606,Aviation
UNMANNED AERIAL VEHICLE COLLISION AVOIDANCE SYSTEM,H04B7/0413;B64C39/024;G08G5/045,Unknown,2016-06-24,20170372624,70.79633,Aviation
UNMANNED AERIAL VEHICLE AVOIDING OBSTACLES,B64U20/87;B64U60/40;B64U20/83;G08G5/045;G05D1/102;G05D1/0038;B64U10/16;B64U30/20;B64C39/024;B64D47/08,Unknown,2016-06-24,20200043352,69.22292,Aviation
Automatic Tracking Mode For Controlling An Unmanned Aerial Vehicle,G01S19/15;G05D1/0094;G06T7/246;G01S19/485;B64C39/024;H04W4/023,Unknown,2016-06-23,20170371353,67.9048,Aviation
CELL TOWER INSTALLATION SYSTEMS AND METHODS WITH UNMANNED AERIAL VEHICLES,H04W64/003;H04W24/02;H04W16/18;B64C39/024;H04W24/10;B64D47/08;B64C39/022;B64U10/60,"ETAK Systems, LLC",2016-06-23,20160323751,64.0524,Aviation
SYSTEM FOR AUTONOMOUS OPERATION OF MULTIPLE HYBRID UNMANNED AERIAL VEHICLES SUPPORTED BY RECHARGING STATIONS TO PERFORM SERVICES,G08G5/0069;G08G5/0039;G08G5/0026;G06Q10/08;G08G5/0034;G08G5/0091;G06Q10/06311;G08G5/0082;B64U50/30;B64C25/34;G05D1/104;G08G5/0004;G08G5/0013;B64C39/024,Unknown,2016-06-23,20180188747,60.689697,Aviation
Unmanned aerial vehicle maintenance troubleshooting decision tree,G06F8/65;G07C5/0841;G07C5/006;G06N5/025;G07C5/0816;G07C5/0808;G06N5/02;G07C5/008;B64F5/60,"Amazon Technologies, Inc.",2016-06-22,10399706,67.3737,Aviation
METHODS OF ROUTE DIRECTING UNMANNED AERIAL VEHICLES,G08G5/0013;G08G5/0069;G08G5/0039;G08G5/0026;G05D1/106;G08G5/006;B64C39/024,Telefonaktiebolaget LM Ericsson (publ),2016-06-21,20190139421,70.43723,Aviation
Unmanned aerial vehicle sensor calibration during flight,G06V20/13;B64C39/022;G06T7/50;G01C25/00;B64C39/024;G06V20/17;G06T7/80;B64D47/08,"Amazon Technologies, Inc.",2016-06-21,10032275,67.95523,Aviation
Unmanned aerial vehicle sensor calibration validation before flight,B64C39/02;G06T7/0002;H04N23/50;H04N17/002;B64C39/024;B64D47/08;G05D1/106;G06T7/0004;G06T7/20;B64F5/60;B64C39/022,"Amazon Technologies, Inc.",2016-06-21,10220964,64.32507,Aviation
Unmanned aerial vehicle camera calibration as part of departure or arrival at a materials handling facility,G06F18/22;G08G5/0056;G08G5/0069;H04N7/185;G08G5/025;G08G5/0039;B64U50/13;H04N17/002;B64D47/08;B64U20/87;B64C39/022;G06T7/90;G06T7/60;B64C39/024;G08G5/0021,"Amazon Technologies, Inc.",2016-06-21,9972212,61.540115,Aviation
Unmanned aerial vehicle sensor calibration as part of departure from a materials handling facility,G01C21/005;G06Q10/083;B64U10/14;B64U30/10;B64U20/70;B64U20/30;G05D1/102;B64U60/50;G01C11/00;B64D47/08;G01C25/00;B64C39/024,"Amazon Technologies, Inc.",2016-06-21,9823089,60.74222,Aviation
Landing platform for an unmanned aerial vehicle,Unknown,Unknown,2016-06-18,D805018,70.894485,Aviation
"UNMANNED AERIAL VEHICLE CONTROL SYSTEM, UNMANNED AERIAL VEHICLE CONTROL METHOD, AND PROGRAM",G05D1/106;B64D45/00;G08G5/00;B64C13/20;B64C39/02;B64C39/024,Unknown,2016-06-17,20190250643,65.20602,Aviation
AIR TRAFFIC CONTROL OF UNMANNED AERIAL VEHICLES CONCURRENTLY USING A PLURALITY OF WIRELESS NETWORKS,H04W4/026;G08G5/0043;G08G5/0069;G08G5/0026;G08G5/0082;H04W84/042;B64C39/024;G08G5/0013;G08G5/0039;G05D1/101;H04W4/029,"ETAK Systems, LLC",2016-06-17,20170358223,62.542892,Aviation
Unmanned Aerial Vehicle Transponder Systems with Integrated Disablement,G08G5/0069;B64C39/024;B64D45/0031;G08G5/006;H04B1/02;B64D45/0015;F41H11/02;G08G5/0026;G08G5/0021;G05D1/0011;H04L67/12;H04B1/06;G08G5/0082,Unknown,2016-06-16,20170364065,67.01491,Aviation
UNMANNED AERIAL VEHICLE MANAGEMENT,G08G5/0069;B64U80/70;G06Q10/08;B64F1/222;G08G5/0034;B64U70/70;B64C39/024;G08G5/0082;B64U70/20,Unknown,2016-06-15,20160364989,71.925514,Aviation
"A METHOD OF ENHANCING WIRELESS COMMUNICATION COVERAGE IN A COMMUNICATIONS SYSTEM, AN UNMANNED AERIAL VEHICLE, COMPUTER PROGRAM AND COMPUTER PROGRAM PRODUCTS",H04B7/185;H01Q21/205;H04B7/18504;B64C39/024;H04W24/02;G05D1/101;H04W16/18;H04W64/003,Telefonaktiebolaget LM Ericsson (publ),2016-06-15,20190312633,56.02324,Aviation
Navigation System for Unmanned Aerial Vehicle,G08G5/0013;H04B7/185;G08G1/09675;G08G1/096791;H04W4/80;G08G1/096741;G08G1/0112;G08G5/0069;H04W4/08;G08G5/0008;G08G5/0052;H04B1/3822;G08G1/0141;H04W4/70;G08G1/017;G08G1/096783;H04B7/18504;G08G1/096716;H04W4/02;B64D1/02;H04W4/40;G08G1/0129;G08G5/0021,Unknown,2016-06-14,20170358222,71.74738,Aviation
Wireless communication device for communicating with an unmanned aerial vehicle,G08C17/02;G06F8/65;G06F3/0488;B64C39/024;H04N23/662;H04N23/60;H04N23/62;H04N23/698;G05D1/0016,"GoPro, Inc.",2016-06-10,9946256,64.99949,Aviation
AIR TRAFFIC CONTROL OF UNMANNED AERIAL VEHICLES VIA WIRELESS NETWORKS,G08G5/045;G08G5/0026;G08G5/0043;H04B7/18502;B64D47/08;B64C39/024;G08G5/0039;G05D1/0022;G08G5/0082;G08G5/0069;H04W4/44;H04W4/025;G08G5/0013;G08G5/0056;H04W4/027;G05D1/104,"ETAK Systems, LLC",2016-06-10,20170358221,64.82223,Aviation
UNMANNED AERIAL VEHICLE COUPLING APPARATUS FOR DRONE COUPLING WITH VEHICLES,G08G1/205;G08G1/20;G08G5/025;G08G5/0069;B60L53/80;B64D3/00;G08G5/0091;B60L53/68;B60L53/305;B64U10/13;B64D27/24;B64F5/40;G08G5/0056;B64C39/024;G08G5/0039,Unknown,2016-06-09,20170355459,66.21294,Aviation
Method and apparatus for navigating unmanned aerial vehicle,G05D1/101;B64C39/024;G01C21/20;G08G5/0069,"ZEROTECH (Shenzhen) Intelligence Robot Co., Ltd",2016-06-08,9645581,65.8527,Aviation
SYSTEMS AND METHODS FOR IN-FLIGHT RETRIEVAL OF UNMANNED AERIAL VEHICLES,B64C39/024;B64D5/00;B64U70/20,Unknown,2016-06-07,20170349283,65.03757,Aviation
WIRELESS COVERAGE TESTING SYSTEMS AND METHODS WITH UNMANNED AERIAL VEHICLES,H04B7/18504;H04W16/18;H04B7/2606;H04W24/02;G05D1/106,"ETAK Systems, LLC",2016-06-07,20160309337,64.120384,Aviation
Image alignment correction for imaging processing during operation of an unmanned aerial vehicle,B64C9/00;G06T7/11;B64C39/024;G06T7/593;G06T7/246;G06T7/62,"Amazon Technologies, Inc.",2016-06-03,10074183,61.782005,Aviation
"HOVER-CONTROL METHOD FOR MULTIROTOR UNMANNED AERIAL VEHICLE UPCAST AT ANY ANGLE TO TAKE OFF, COMPUTER PROGRAM PRODUCT USING THE SAME, AND MULTIROTOR UNMANNED AERIAL VEHICLE USING THE SAME",B64U10/14;A63H27/12,Unknown,2016-06-02,20170203851,56.41433,Aviation
UNMANNED AERIAL VEHICLE AND LANDING METHOD THEREOF,H04N7/183;H04N7/185;G06T7/11;B64U60/50;G06T7/55;B64C27/08;B64C25/10;G06V20/17;B64C39/024;B64U60/40;B64U10/13;G06V20/13;B64D45/04,Unknown,2016-06-01,20170267334,66.23754,Aviation
UNMANNED AERIAL VEHICLE (UAV) HAVING VERTICAL TAKEOFF AND LANDING (VTOL) CAPABILITY,B64U10/20;G08G5/0026;B64C39/024;B64C29/02;B64U50/31;B64D47/08;B64U80/25,SKyX Limited,2016-05-31,20170320570,61.919308,Aviation
Unmanned Aerial Vehicle Charging Station Management,G08G5/0008;G08G5/0013;G08G5/025;B64C39/024;B64F1/362;G05D1/104;G08G5/0026;G08G5/0043;G08G5/0082;B64U50/37;G08G5/0069,Unknown,2016-05-27,20170344000,69.541176,Aviation
UNMANNED AERIAL VEHICLE FOR CROWD CONTROL AMELIORATION,B64C39/024;G06N7/01,Unknown,2016-05-27,20170341746,69.30826,Aviation
Methods of Dynamically Controlling Airflow Behind a Carrier Aircraft to Redirect Air Flow During an In-flight Recovery of an Unmanned Aerial Vehicle and an Apparatus Therefor,B64C39/022;B64C39/024;B64C23/00;B64C19/00;B64D5/00;B64U70/20;B64D3/00,Unknown,2016-05-27,20170341735,54.7475,Aviation
METHODS AND SYSTEMS FOR CONTROLLING AN UNMANNED AERIAL VEHICLE,G05D1/0011;G08G5/0013;G05D1/0022;B64C39/024;G08G5/0069;G01S19/13,Xiaomi Inc.,2016-05-26,20170123413,68.296585,Aviation
UNMANNED AERIAL VEHICLE GUIDANCE AND COMMUNICATION DEVICE WITH SYSTEM AND METHOD,G08G5/0052;G08G5/0026;G01C21/20;H04W4/02;G05D1/104;G08G5/0039;G08G5/0069;G08G5/0021;H04W48/10;G08G5/0013;G01S1/02,Unknown,2016-05-26,20160353358,63.573765,Aviation
UNMANNED AERIAL VEHICLE WITH DEPLOYABLE TRANSMIT/RECEIVE MODULE APPARATUS WITH RAMJET,G01S7/003;B64D7/00;G01S13/87;B64D5/00;B64C30/00;H01Q1/287;G05D1/0088;B64C3/38;F42B10/48;B64C39/024;B64D47/02;F02K7/10;G05D1/0011;G01S7/021;B64C9/326;G01S13/003,Unknown,2016-05-26,20170343645,63.573765,Aviation
PERIMETER STRUCTURE FOR UNMANNED AERIAL VEHICLE,B64U10/16;B64C39/024;G01C21/1656;G01C21/20;B64D47/08;B64U30/299;B64U20/70;G05D1/102;B64U10/14;B64C27/20,Unknown,2016-05-25,20170341776,69.3404,Aviation
Flight Management and Control for Unmanned Aerial Vehicles,G08G5/006;G05D1/102;B64C39/024;H04W4/021;B64U10/13;G05D1/0088;G08G5/0013;G08G5/0069;G08G5/0026;G08G5/0021,Intel Corporation,2016-05-23,20170337826,69.832924,Aviation
